Order_ID,Order_Date,Order_Year,Order_Month,Customer_Name,Region,Category,Sales,Discount,Profit
US-2014-118038,2014-Dec-10,2014,Dec,Ken Brennan,Central,Furniture,9.71,0.6,-5.82
US-2012-141453,2012-Nov-30,2012,Nov,Deborah Brumfield,Central,Office Supplies,3.88,0.8,-5.82
CA-2012-116750,2012-Jul-05,2012,Jul,Barbara Fisher,South,Office Supplies,7.23,0.7,-5.78
CA-2012-163965,2012-Nov-20,2012,Nov,Sung Shariari,South,Office Supplies,7.23,0.7,-5.78
CA-2014-149489,2014-Apr-25,2014,Apr,Damala Kotsonis,East,Office Supplies,7.52,0.7,-5.76
US-2013-167339,2013-Jan-21,2013,Jan,Tamara Dahlen,West,Furniture,153.57,0.2,-5.76
US-2012-150630,2012-Sep-17,2012,Sep,Tracy Blumstein,East,Office Supplies,6.86,0.7,-5.72
CA-2014-118640,2014-Jul-21,2014,Jul,Carlos Soltero,Central,Furniture,8.79,0.6,-5.71
US-2011-119137,2011-Jul-23,2011,Jul,Arthur Gainer,West,Office Supplies,8.16,0.7,-5.71
CA-2013-123617,2013-Nov-29,2013,Nov,Anthony Jacobs,South,Office Supplies,7.43,0.7,-5.70
CA-2011-152345,2011-Dec-29,2011,Dec,Shui Tom,West,Technology,23.98,0.2,-5.69
CA-2014-134495,2014-Apr-02,2014,Apr,Barry Französisch,South,Technology,23.98,0.2,-5.69
US-2013-111563,2013-Nov-05,2013,Nov,Sally Matthias,Central,Furniture,11.38,0.6,-5.69
CA-2014-134915,2014-Nov-13,2014,Nov,Eugene Moren,West,Furniture,113.57,0.2,-5.68
CA-2014-146367,2014-Aug-05,2014,Aug,Harry Marie,Central,Office Supplies,3.32,0.8,-5.64
CA-2014-122539,2014-Dec-02,2014,Dec,Sean Christensen,East,Office Supplies,8.00,0.7,-5.60
CA-2011-149958,2011-Mar-15,2011,Mar,Alan Shonely,South,Office Supplies,7.22,0.7,-5.53
US-2012-136259,2012-Nov-05,2012,Nov,Christy Brittain,East,Office Supplies,7.22,0.7,-5.53
US-2013-114013,2013-Mar-14,2013,Mar,Stewart Carmichael,East,Furniture,386.68,0.3,-5.52
CA-2013-129868,2013-Dec-27,2013,Dec,Mike Caudle,West,Furniture,146.35,0.2,-5.49
CA-2011-112326,2011-Jan-05,2011,Jan,Phillina Ober,Central,Office Supplies,3.54,0.8,-5.49
CA-2012-126557,2012-Jul-12,2012,Jul,Rob Lucas,Central,Furniture,383.61,0.3,-5.48
US-2012-126753,2012-Aug-16,2012,Aug,Sung Pak,East,Technology,31.18,0.2,-5.46
CA-2012-125185,2012-Mar-05,2012,Mar,Alan Haines,East,Furniture,33.57,0.2,-5.45
CA-2012-125696,2012-Oct-02,2012,Oct,Nora Pelletier,South,Office Supplies,7.38,0.7,-5.41
CA-2013-139234,2013-May-07,2013,May,Art Ferguson,Central,Office Supplies,3.21,0.8,-5.29
US-2013-116365,2013-Jan-03,2013,Jan,Christine Abelman,Central,Technology,30.08,0.2,-5.26
CA-2012-119627,2012-Aug-17,2012,Aug,Steven Cartwright,West,Technology,30.08,0.2,-5.26
US-2011-150119,2011-Apr-23,2011,Apr,Laurel Beltran,East,Office Supplies,7.49,0.7,-5.24
CA-2014-152198,2014-Sep-10,2014,Sep,Joy Daniels,East,Office Supplies,6.26,0.7,-5.22
US-2014-102288,2014-Jun-20,2014,Jun,Zuschuss Carroll,Central,Office Supplies,2.26,0.8,-5.21
CA-2013-124254,2013-Apr-13,2013,Apr,Thomas Boland,South,Office Supplies,51.98,0.2,-5.20
CA-2011-142965,2011-Jul-20,2011,Jul,Scot Wooten,East,Office Supplies,25.98,0.2,-5.20
CA-2014-144064,2014-Aug-30,2014,Aug,Cathy Prescott,Central,Office Supplies,3.24,0.8,-5.18
CA-2013-141180,2013-May-16,2013,May,Darren Powers,South,Office Supplies,7.76,0.7,-5.18
CA-2011-144029,2011-May-26,2011,May,Michelle Moray,Central,Furniture,359.77,0.3,-5.14
CA-2011-166863,2011-Jun-20,2011,Jun,Sam Craven,Central,Office Supplies,3.39,0.8,-5.09
CA-2014-134194,2014-Dec-26,2014,Dec,Guy Armstrong,Central,Office Supplies,3.17,0.8,-5.07
CA-2013-127243,2013-Nov-29,2013,Nov,David Smith,East,Office Supplies,6.89,0.7,-5.05
CA-2011-117478,2011-Sep-21,2011,Sep,Larry Hughes,East,Office Supplies,6.57,0.7,-5.04
CA-2014-116127,2014-Jun-26,2014,Jun,Sarah Brown,East,Furniture,400.78,0.2,-5.01
CA-2014-155936,2014-Jun-23,2014,Jun,Joe Kamberova,Central,Office Supplies,3.04,0.8,-5.01
US-2014-145863,2014-Apr-22,2014,Apr,Resi Pölking,Central,Office Supplies,2.93,0.8,-4.99
CA-2012-137064,2012-Feb-06,2012,Feb,Trudy Schmidt,Central,Office Supplies,2.93,0.8,-4.99
CA-2014-117422,2014-Oct-22,2014,Oct,Frank Carlisle,East,Office Supplies,6.22,0.7,-4.97
CA-2011-163468,2011-Nov-18,2011,Nov,Joe Kamberova,Central,Office Supplies,2.89,0.8,-4.92
CA-2012-153535,2012-May-20,2012,May,Sheri Gordon,South,Office Supplies,6.41,0.7,-4.91
CA-2014-107629,2014-Dec-15,2014,Dec,Dave Brooks,Central,Technology,39.26,0.2,-4.91
CA-2012-146675,2012-Apr-16,2012,Apr,Sarah Brown,Central,Technology,43.56,0.2,-4.90
CA-2012-112214,2012-Aug-05,2012,Aug,Anna Häberlin,Central,Office Supplies,23.04,0.2,-4.90
US-2011-151015,2011-Oct-14,2011,Oct,Bradley Drucker,Central,Office Supplies,2.95,0.8,-4.86
CA-2013-138520,2013-Apr-09,2013,Apr,Jeremy Lonsdale,East,Furniture,388.70,0.2,-4.86
CA-2011-154963,2011-Jun-22,2011,Jun,Anna Andreadi,East,Furniture,170.06,0.3,-4.86
CA-2011-102869,2011-Sep-09,2011,Sep,Logan Currie,East,Technology,64.70,0.2,-4.85
US-2012-149692,2012-Dec-06,2012,Dec,Katrina Willman,Central,Office Supplies,2.77,0.8,-4.85
US-2011-140452,2011-Dec-06,2011,Dec,Berenike Kampe,Central,Furniture,10.78,0.6,-4.85
CA-2013-113978,2013-Sep-26,2013,Sep,Tony Sayre,East,Office Supplies,24.22,0.2,-4.84
CA-2012-130785,2012-Sep-05,2012,Sep,Arthur Gainer,West,Furniture,411.33,0.2,-4.84
CA-2011-105249,2011-Nov-28,2011,Nov,Duane Huffman,West,Furniture,411.33,0.2,-4.84
CA-2011-105165,2011-Sep-07,2011,Sep,Sam Zeldin,Central,Office Supplies,2.92,0.8,-4.82
CA-2011-118276,2011-Dec-29,2011,Dec,Michael Granlund,Central,Furniture,8.74,0.6,-4.80
CA-2013-155481,2013-Sep-02,2013,Sep,Dean Katz,East,Technology,23.99,0.4,-4.80
US-2014-156356,2014-Apr-17,2014,Apr,Natalie DeCherney,Central,Office Supplies,2.90,0.8,-4.78
US-2013-117037,2013-May-18,2013,May,Luke Weiss,Central,Office Supplies,2.89,0.8,-4.77
CA-2012-102260,2012-Sep-22,2012,Sep,Sanjit Jacobs,South,Office Supplies,25.42,0.2,-4.77
US-2014-154851,2014-Mar-31,2014,Mar,Becky Pak,East,Office Supplies,5.72,0.7,-4.76
CA-2013-129308,2013-Jul-08,2013,Jul,Chad Cunningham,East,Office Supplies,5.72,0.7,-4.76
CA-2014-109085,2014-Feb-18,2014,Feb,Christine Kargatis,East,Office Supplies,5.72,0.7,-4.76
US-2013-133879,2013-Mar-22,2013,Mar,Kean Takahito,Central,Office Supplies,3.17,0.8,-4.75
CA-2012-142237,2012-Jul-11,2012,Jul,Clytie Kelty,East,Office Supplies,6.48,0.7,-4.75
CA-2014-145233,2014-Dec-02,2014,Dec,Dianna Vittorini,West,Office Supplies,6.78,0.7,-4.75
US-2014-100482,2014-Apr-12,2014,Apr,Jack Lebron,East,Technology,27.12,0.2,-4.75
US-2014-145863,2014-Apr-22,2014,Apr,Resi Pölking,Central,Office Supplies,2.69,0.8,-4.71
US-2013-162103,2013-Nov-14,2013,Nov,Laurel Beltran,Central,Office Supplies,3.14,0.8,-4.70
US-2013-139087,2013-Jul-18,2013,Jul,Dennis Kane,West,Technology,20.78,0.2,-4.68
CA-2013-157749,2013-Jun-05,2013,Jun,Ken Lonsdale,Central,Furniture,11.69,0.6,-4.68
CA-2012-120845,2012-Sep-25,2012,Sep,Marina Lichtenstein,South,Office Supplies,6.34,0.7,-4.65
CA-2012-145828,2012-Oct-05,2012,Oct,Maria Bertelson,East,Technology,53.04,0.2,-4.64
US-2012-144771,2012-Oct-02,2012,Oct,Chloris Kastensmidt,West,Technology,53.04,0.2,-4.64
CA-2013-134348,2013-Nov-13,2013,Nov,Maurice Satty,West,Office Supplies,6.27,0.7,-4.60
CA-2011-111360,2011-Nov-24,2011,Nov,Alyssa Tate,East,Office Supplies,5.74,0.7,-4.59
CA-2014-103478,2014-Jul-22,2014,Jul,Kelly Lampkin,Central,Office Supplies,2.86,0.8,-4.58
CA-2014-127306,2014-Jan-15,2014,Jan,Brosina Hoffman,South,Office Supplies,5.97,0.7,-4.58
CA-2011-144974,2011-Sep-26,2011,Sep,Craig Molinari,East,Office Supplies,5.97,0.7,-4.58
CA-2011-107398,2011-Aug-25,2011,Aug,Brendan Sweed,East,Office Supplies,6.53,0.7,-4.57
CA-2013-120824,2013-Jun-13,2013,Jun,Arthur Wiediger,Central,Furniture,6.98,0.6,-4.54
CA-2011-129364,2011-Dec-08,2011,Dec,Tim Brockman,West,Office Supplies,6.46,0.7,-4.52
CA-2012-143147,2012-May-26,2012,May,Pamela Stobb,Central,Furniture,104.93,0.3,-4.50
CA-2012-156734,2012-Jun-18,2012,Jun,Benjamin Venier,South,Office Supplies,6.13,0.7,-4.49
CA-2012-126970,2012-Sep-20,2012,Sep,Theone Pippenger,Central,Office Supplies,2.81,0.8,-4.49
CA-2013-116918,2013-Oct-02,2013,Oct,Jamie Kunitz,South,Office Supplies,5.39,0.7,-4.49
CA-2012-148873,2012-Oct-01,2012,Oct,Eric Murdock,Central,Office Supplies,2.99,0.8,-4.49
CA-2012-113131,2012-Sep-24,2012,Sep,Maria Bertelson,East,Office Supplies,6.73,0.7,-4.49
US-2014-155299,2014-Jun-09,2014,Jun,Dorris liebe,Central,Office Supplies,1.62,0.8,-4.47
US-2012-122784,2012-Jul-20,2012,Jul,Russell Applegate,Central,Office Supplies,2.88,0.8,-4.46
CA-2014-113453,2014-Oct-22,2014,Oct,Charles McCrossin,East,Office Supplies,71.38,0.2,-4.46
CA-2014-156412,2014-Dec-05,2014,Dec,Charles McCrossin,East,Office Supplies,5.35,0.7,-4.46
CA-2011-148425,2011-Nov-30,2011,Nov,Randy Ferguson,South,Office Supplies,6.64,0.7,-4.43
CA-2012-127607,2012-Mar-20,2012,Mar,Joe Kamberova,Central,Office Supplies,2.51,0.8,-4.40
US-2013-150357,2013-Oct-11,2013,Oct,Erica Bern,South,Office Supplies,20.61,0.2,-4.38
US-2011-112914,2011-Sep-25,2011,Sep,Michelle Tran,Central,Office Supplies,2.72,0.8,-4.36
CA-2014-158379,2014-Sep-23,2014,Sep,Joseph Airdo,East,Office Supplies,5.61,0.7,-4.30
CA-2014-167549,2014-Jul-26,2014,Jul,Evan Minnotte,Central,Furniture,298.12,0.3,-4.26
CA-2012-141327,2012-Nov-30,2012,Nov,Lena Radford,South,Office Supplies,6.05,0.7,-4.23
CA-2012-146563,2012-Aug-24,2012,Aug,Cassandra Brandow,Central,Office Supplies,2.72,0.8,-4.22
US-2014-160836,2014-Sep-12,2014,Sep,Cindy Chapman,Central,Office Supplies,1.56,0.8,-4.20
CA-2013-143714,2013-May-24,2013,May,Christopher Conant,East,Office Supplies,6.29,0.7,-4.20
CA-2014-167703,2014-Feb-04,2014,Feb,Matt Collins,East,Office Supplies,5.23,0.7,-4.18
CA-2013-163328,2013-Nov-05,2013,Nov,Tracy Poddar,West,Office Supplies,17.58,0.2,-4.18
CA-2013-134936,2013-Dec-20,2013,Dec,Erin Smith,West,Office Supplies,5.21,0.7,-4.17
CA-2011-124079,2011-Dec-13,2011,Dec,Randy Ferguson,West,Office Supplies,5.21,0.7,-4.17
CA-2012-111339,2012-May-29,2012,May,Victoria Pisteka,East,Furniture,41.57,0.2,-4.16
CA-2014-140872,2014-Jun-04,2014,Jun,Nick Radford,South,Technology,110.40,0.2,-4.14
US-2011-158638,2011-Sep-17,2011,Sep,Anthony Garverick,East,Office Supplies,5.89,0.7,-4.12
CA-2013-130946,2013-Apr-09,2013,Apr,Zuschuss Carroll,Central,Furniture,95.98,0.3,-4.11
CA-2013-136049,2013-Dec-24,2013,Dec,Neoma Murray,East,Office Supplies,5.55,0.7,-4.07
CA-2013-162187,2013-Dec-12,2013,Dec,Noel Staavos,East,Office Supplies,64.96,0.2,-4.06
CA-2014-119746,2014-Nov-24,2014,Nov,Christopher Martinez,Central,Furniture,6.46,0.6,-4.04
US-2011-150434,2011-Jul-19,2011,Jul,Christine Abelman,East,Furniture,70.56,0.3,-4.03
CA-2011-139633,2011-Dec-17,2011,Dec,Erin Creighton,East,Office Supplies,5.48,0.7,-4.02
CA-2012-113628,2012-Nov-12,2012,Nov,Anna Häberlin,South,Office Supplies,5.24,0.7,-4.02
US-2012-105676,2012-Dec-01,2012,Dec,Neoma Murray,Central,Furniture,6.69,0.6,-4.01
CA-2011-127446,2011-Nov-25,2011,Nov,Matt Collister,Central,Furniture,6.10,0.6,-3.96
CA-2012-168809,2012-Aug-25,2012,Aug,Mick Crebagga,Central,Furniture,7.88,0.6,-3.94
CA-2012-102876,2012-Sep-07,2012,Sep,Lisa Ryan,East,Office Supplies,4.92,0.7,-3.94
CA-2014-110310,2014-Oct-28,2014,Oct,Nona Balk,South,Office Supplies,5.61,0.7,-3.92
CA-2013-134691,2013-Nov-15,2013,Nov,Kelly Collister,Central,Office Supplies,2.30,0.8,-3.90
CA-2014-101728,2014-Aug-20,2014,Aug,Sonia Cooley,Central,Office Supplies,2.30,0.8,-3.90
CA-2012-154823,2012-Aug-21,2012,Aug,Katherine Nockton,East,Furniture,25.98,0.2,-3.90
CA-2014-126914,2014-Jun-16,2014,Jun,Joe Elijah,South,Furniture,77.73,0.2,-3.89
US-2011-107405,2011-Mar-21,2011,Mar,Thomas Seio,South,Office Supplies,16.27,0.2,-3.86
CA-2013-131744,2013-Jun-19,2013,Jun,Stewart Carmichael,East,Office Supplies,4.63,0.7,-3.86
US-2012-156867,2012-Nov-13,2012,Nov,Lena Cacioppo,West,Furniture,102.36,0.2,-3.84
CA-2013-169103,2013-Mar-09,2013,Mar,Zuschuss Carroll,South,Furniture,102.36,0.2,-3.84
CA-2013-130050,2013-Jul-17,2013,Jul,Mark Cousins,Central,Furniture,9.55,0.6,-3.82
CA-2013-128916,2013-Aug-19,2013,Aug,Matt Abelman,Central,Furniture,9.55,0.6,-3.82
US-2012-118983,2012-Nov-22,2012,Nov,Harold Pawlan,Central,Office Supplies,2.54,0.8,-3.82
CA-2014-133928,2014-Jun-12,2014,Jun,Zuschuss Carroll,South,Office Supplies,4.57,0.7,-3.81
CA-2014-111374,2014-Feb-25,2014,Feb,Christy Brittain,East,Office Supplies,4.96,0.7,-3.80
US-2014-109484,2014-Nov-07,2014,Nov,Roger Barcio,West,Office Supplies,5.68,0.7,-3.79
CA-2013-104311,2013-May-03,2013,May,Adam Shillingsburg,Central,Office Supplies,18.94,0.2,-3.79
US-2012-101511,2012-Nov-21,2012,Nov,Joel Eaton,East,Office Supplies,15.88,0.2,-3.77
CA-2011-120775,2011-Oct-03,2011,Oct,Russell D'Ascenzo,Central,Office Supplies,15.07,0.2,-3.77
CA-2014-165099,2014-Dec-12,2014,Dec,Dennis Kane,Central,Office Supplies,1.39,0.8,-3.76
CA-2012-113628,2012-Nov-12,2012,Nov,Anna Häberlin,South,Office Supplies,4.66,0.7,-3.73
US-2014-147221,2014-Dec-03,2014,Dec,Joy Smith,Central,Furniture,8.75,0.6,-3.72
CA-2014-138156,2014-Feb-12,2014,Feb,Magdelene Morse,East,Furniture,147.57,0.2,-3.69
US-2011-150574,2011-Dec-19,2011,Dec,Mike Kennedy,South,Office Supplies,4.81,0.7,-3.69
CA-2011-104738,2011-Dec-30,2011,Dec,Stefania Perrino,Central,Office Supplies,2.29,0.8,-3.66
CA-2014-163265,2014-Feb-17,2014,Feb,Joy Smith,Central,Furniture,7.69,0.6,-3.65
CA-2011-130673,2011-May-20,2011,May,Matt Collister,Central,Technology,20.78,0.2,-3.64
CA-2011-160773,2011-Jul-01,2011,Jul,Laurel Workman,South,Office Supplies,5.18,0.7,-3.63
CA-2014-161893,2014-Jan-24,2014,Jan,Harold Pawlan,West,Office Supplies,4.94,0.7,-3.62
US-2014-118087,2014-Sep-10,2014,Sep,Stefania Perrino,East,Office Supplies,4.50,0.7,-3.60
CA-2013-163398,2013-May-04,2013,May,Christy Brittain,Central,Office Supplies,2.18,0.8,-3.60
CA-2013-135265,2013-Jul-08,2013,Jul,Christopher Conant,West,Furniture,287.97,0.2,-3.60
CA-2014-131618,2014-Jun-18,2014,Jun,Luke Schmidt,Central,Office Supplies,2.30,0.8,-3.57
CA-2014-152198,2014-Sep-10,2014,Sep,Joy Daniels,East,Office Supplies,4.86,0.7,-3.56
CA-2011-108903,2011-Oct-03,2011,Oct,Denny Ordway,East,Technology,142.49,0.2,-3.56
US-2014-100930,2014-Apr-08,2014,Apr,Christopher Schild,South,Office Supplies,5.33,0.7,-3.55
US-2014-108315,2014-May-01,2014,May,Mick Hernandez,South,Office Supplies,4.84,0.7,-3.55
CA-2011-131009,2011-Mar-01,2011,Mar,Shahid Collister,Central,Office Supplies,18.84,0.2,-3.53
CA-2014-106432,2014-Oct-20,2014,Oct,Christina Anderson,Central,Office Supplies,2.07,0.8,-3.52
CA-2012-105312,2012-Nov-06,2012,Nov,Meg Tillman,West,Office Supplies,4.40,0.7,-3.52
CA-2013-140417,2013-Sep-26,2013,Sep,Katrina Edelman,West,Office Supplies,5.02,0.7,-3.52
US-2014-109316,2014-Jun-09,2014,Jun,Maureen Gastineau,West,Technology,17.52,0.2,-3.50
CA-2014-140872,2014-Jun-04,2014,Jun,Nick Radford,South,Office Supplies,4.55,0.7,-3.49
CA-2014-158120,2014-Nov-18,2014,Nov,Katharine Harms,West,Office Supplies,4.16,0.7,-3.47
CA-2013-159023,2013-Nov-04,2013,Nov,Natalie Webber,West,Office Supplies,4.16,0.7,-3.47
US-2013-156097,2013-Sep-20,2013,Sep,Eugene Hildebrand,Central,Office Supplies,2.31,0.8,-3.46
CA-2014-161172,2014-Mar-17,2014,Mar,Susan Pistek,East,Office Supplies,5.19,0.7,-3.46
US-2012-161991,2012-Sep-26,2012,Sep,Steven Cartwright,Central,Office Supplies,2.08,0.8,-3.43
US-2013-150147,2013-Apr-26,2013,Apr,John Lucas,East,Office Supplies,4.90,0.7,-3.43
CA-2012-119291,2012-May-14,2012,May,Jesus Ocampo,East,Office Supplies,4.90,0.7,-3.43
US-2012-165743,2012-Nov-20,2012,Nov,Michelle Moray,West,Office Supplies,4.90,0.7,-3.43
CA-2013-113551,2013-Aug-19,2013,Aug,Natalie Fritzler,Central,Office Supplies,2.07,0.8,-3.41
CA-2014-160801,2014-Sep-20,2014,Sep,Frank Gastineau,East,Office Supplies,4.84,0.7,-3.39
CA-2012-111325,2012-Feb-27,2012,Feb,Bill Tyler,East,Office Supplies,4.42,0.7,-3.39
CA-2014-145093,2014-Jul-22,2014,Jul,Pete Takahito,Central,Office Supplies,2.11,0.8,-3.38
CA-2014-131492,2014-Oct-20,2014,Oct,Hilary Holden,West,Furniture,24.37,0.2,-3.35
CA-2013-134348,2013-Nov-13,2013,Nov,Maurice Satty,West,Office Supplies,4.37,0.7,-3.35
CA-2012-122287,2012-Jun-18,2012,Jun,Skye Norling,West,Office Supplies,4.54,0.7,-3.33
CA-2013-115588,2013-Nov-11,2013,Nov,Art Foster,East,Office Supplies,14.72,0.2,-3.31
CA-2014-112536,2014-May-19,2014,May,Susan Gilcrest,Central,Office Supplies,2.00,0.8,-3.29
CA-2013-139234,2013-May-07,2013,May,Art Ferguson,Central,Technology,26.18,0.2,-3.27
CA-2014-111262,2014-Oct-29,2014,Oct,Keith Herrera,Central,Technology,26.18,0.2,-3.27
CA-2011-108189,2011-Oct-02,2011,Oct,Erin Smith,West,Office Supplies,15.36,0.2,-3.26
CA-2013-150007,2013-Sep-12,2013,Sep,Adam Shillingsburg,Central,Office Supplies,1.91,0.8,-3.24
CA-2013-108644,2013-Oct-01,2013,Oct,Sarah Jordon,Central,Office Supplies,1.96,0.8,-3.24
CA-2013-114209,2013-May-22,2013,May,Alejandro Savely,Central,Office Supplies,1.96,0.8,-3.24
CA-2014-163860,2014-Dec-29,2014,Dec,Lori Olson,Central,Furniture,113.37,0.3,-3.24
CA-2014-147228,2014-Sep-10,2014,Sep,Sean O'Donnell,South,Office Supplies,258.48,0.2,-3.23
CA-2012-167010,2012-Apr-05,2012,Apr,Valerie Takahito,East,Technology,14.85,0.4,-3.22
US-2012-163783,2012-Dec-27,2012,Dec,Daniel Raglin,Central,Office Supplies,12.67,0.2,-3.17
CA-2013-104311,2013-May-03,2013,May,Adam Shillingsburg,Central,Office Supplies,12.67,0.2,-3.17
CA-2014-102414,2014-May-16,2014,May,Joseph Airdo,West,Office Supplies,4.75,0.7,-3.17
CA-2012-121720,2012-Jun-11,2012,Jun,Jim Epp,South,Office Supplies,3.77,0.7,-3.14
US-2011-159618,2011-Nov-12,2011,Nov,Darren Budd,Central,Office Supplies,16.66,0.2,-3.12
CA-2012-105221,2012-Nov-01,2012,Nov,Valerie Mitchum,East,Technology,35.36,0.2,-3.09
CA-2014-121125,2014-May-31,2014,May,Michael Granlund,West,Technology,35.36,0.2,-3.09
CA-2014-115070,2014-Apr-11,2014,Apr,Mitch Gastineau,South,Office Supplies,4.42,0.7,-3.09
CA-2014-109757,2014-Sep-05,2014,Sep,Maribeth Dona,East,Office Supplies,4.37,0.7,-3.06
CA-2013-158568,2013-Aug-30,2013,Aug,Rick Bensley,Central,Office Supplies,1.79,0.8,-3.04
CA-2014-125878,2014-Feb-26,2014,Feb,Michelle Huthwaite,Central,Office Supplies,1.79,0.8,-3.04
CA-2011-120775,2011-Oct-03,2011,Oct,Russell D'Ascenzo,Central,Office Supplies,1.79,0.8,-3.04
CA-2013-118934,2013-Aug-10,2013,Aug,Gary Hansen,South,Office Supplies,4.34,0.7,-3.04
CA-2011-151708,2011-Aug-08,2011,Aug,Maria Bertelson,West,Furniture,121.38,0.2,-3.03
CA-2013-157707,2013-Oct-11,2013,Oct,Corey Catlett,West,Technology,15.99,0.2,-3.00
CA-2011-138240,2011-Oct-09,2011,Oct,Shirley Jackson,West,Technology,15.99,0.2,-3.00
CA-2014-100622,2014-Nov-04,2014,Nov,Dave Kipp,South,Office Supplies,4.09,0.7,-3.00
CA-2014-124940,2014-Feb-22,2014,Feb,Dave Kipp,Central,Technology,47.90,0.2,-2.99
CA-2012-126557,2012-Jul-12,2012,Jul,Rob Lucas,Central,Office Supplies,1.93,0.8,-2.99
CA-2014-131016,2014-Sep-19,2014,Sep,Dan Campbell,Central,Office Supplies,47.58,0.2,-2.97
CA-2014-102610,2014-Nov-05,2014,Nov,Christina Anderson,South,Office Supplies,3.56,0.7,-2.97
US-2014-163657,2014-Sep-03,2014,Sep,Janet Lee,West,Furniture,236.53,0.2,-2.96
CA-2011-105165,2011-Sep-07,2011,Sep,Sam Zeldin,Central,Technology,46.69,0.2,-2.92
CA-2012-144043,2012-May-10,2012,May,Alan Barnes,West,Technology,46.69,0.2,-2.92
CA-2013-108364,2013-Dec-20,2013,Dec,Barry Pond,Central,Office Supplies,1.80,0.8,-2.88
CA-2012-100734,2012-Sep-15,2012,Sep,Ann Chong,East,Office Supplies,3.58,0.7,-2.86
CA-2012-150413,2012-Oct-19,2012,Oct,Cari Schnelling,Central,Office Supplies,1.72,0.8,-2.84
CA-2013-157749,2013-Jun-05,2013,Jun,Ken Lonsdale,Central,Furniture,4.04,0.6,-2.83
US-2013-127971,2013-Nov-21,2013,Nov,David Wiener,Central,Furniture,7.07,0.6,-2.83
CA-2014-138611,2014-Nov-15,2014,Nov,Clytie Kelty,East,Office Supplies,3.65,0.7,-2.80
CA-2013-159912,2013-Aug-30,2013,Aug,George Bell,East,Office Supplies,3.49,0.7,-2.79
CA-2013-110898,2013-Mar-07,2013,Mar,Lena Cacioppo,Central,Office Supplies,1.73,0.8,-2.76
US-2012-126753,2012-Aug-16,2012,Aug,Sung Pak,East,Office Supplies,3.76,0.7,-2.76
US-2013-139262,2013-Feb-21,2013,Feb,Lindsay Castell,South,Office Supplies,3.76,0.7,-2.76
CA-2014-136448,2014-Sep-17,2014,Sep,Adam Shillingsburg,East,Office Supplies,3.44,0.7,-2.76
US-2013-150357,2013-Oct-11,2013,Oct,Erica Bern,South,Office Supplies,4.10,0.7,-2.73
US-2012-157014,2012-Oct-03,2012,Oct,Bryan Mills,East,Technology,24.00,0.2,-2.70
CA-2014-111262,2014-Oct-29,2014,Oct,Keith Herrera,Central,Technology,24.00,0.2,-2.70
US-2014-166233,2014-Jul-04,2014,Jul,Michael Oakman,South,Technology,24.00,0.2,-2.70
CA-2014-158246,2014-Nov-10,2014,Nov,Jennifer Braxton,West,Furniture,215.98,0.2,-2.70
CA-2013-106278,2013-Sep-03,2013,Sep,Becky Martin,West,Furniture,215.98,0.2,-2.70
CA-2014-111388,2014-Sep-03,2014,Sep,Stephanie Ulpright,West,Furniture,215.98,0.2,-2.70
CA-2013-168956,2013-Feb-16,2013,Feb,Erin Ashbrook,Central,Furniture,62.96,0.3,-2.70
CA-2014-139773,2014-Dec-05,2014,Dec,Darrin Van Huff,East,Furniture,188.55,0.3,-2.69
CA-2014-118773,2014-Feb-10,2014,Feb,Tom Prescott,Central,Furniture,3.98,0.6,-2.69
CA-2014-163860,2014-Dec-29,2014,Dec,Lori Olson,Central,Office Supplies,1.68,0.8,-2.69
CA-2013-168032,2013-Jan-30,2013,Jan,David Flashing,Central,Office Supplies,1.73,0.8,-2.68
CA-2013-120824,2013-Jun-13,2013,Jun,Arthur Wiediger,Central,Office Supplies,1.52,0.8,-2.67
CA-2014-106831,2014-Jun-02,2014,Jun,Fred Harton,East,Office Supplies,3.80,0.7,-2.66
CA-2013-137239,2013-Aug-23,2013,Aug,Craig Reiter,East,Office Supplies,3.32,0.7,-2.65
US-2014-150595,2014-May-23,2014,May,Laurel Elliston,Central,Office Supplies,1.59,0.8,-2.63
US-2011-105767,2011-May-23,2011,May,Andrew Roberts,East,Office Supplies,3.28,0.7,-2.63
CA-2013-145499,2013-May-31,2013,May,Robert Waldorf,South,Office Supplies,3.28,0.7,-2.63
US-2013-158309,2013-Nov-27,2013,Nov,Pete Armstrong,South,Office Supplies,3.74,0.7,-2.62
CA-2014-112487,2014-Dec-27,2014,Dec,Tracy Collins,East,Office Supplies,3.13,0.7,-2.61
CA-2011-114195,2011-Nov-01,2011,Nov,Erin Ashbrook,East,Office Supplies,3.13,0.7,-2.61
CA-2011-129364,2011-Dec-08,2011,Dec,Tim Brockman,West,Office Supplies,13.88,0.2,-2.60
CA-2014-126354,2014-Feb-04,2014,Feb,Shahid Collister,South,Office Supplies,3.88,0.7,-2.59
CA-2014-156237,2014-Sep-15,2014,Sep,Pamela Stobb,East,Office Supplies,3.88,0.7,-2.59
CA-2011-113257,2011-Dec-16,2011,Dec,Sean Christensen,Central,Furniture,8.62,0.6,-2.59
CA-2014-140872,2014-Jun-04,2014,Jun,Nick Radford,South,Technology,205.99,0.2,-2.57
CA-2012-139374,2012-Sep-10,2012,Sep,Alex Russell,Central,Furniture,179.89,0.3,-2.57
